point_id,time,ws_10,ws_30,ws_50,ws_70,ws_90,ws_120,ws_150,ws_200,wd_10,wd_30,wd_50,wd_70,wd_90,wd_120,wd_150,wd_200,tem_10,tem_30,tem_50,tem_70,tem_90,tem_120,tem_150,tem_200,rhu_10,rhu_30,rhu_50,rhu_70,rhu_90,rhu_120,rhu_150,rhu_200,sr,power
39.575:116.250,202208062240,0.953333314,1.1266666,1.296666667,1.466666667,1.636666633,1.833333233,2.016666633,2.39,147.53377,149.03323,149.9428,150.54036,150.82281,153.0358,155.97614,160.59592,26.71666667,26.943332,26.956666,26.91333267,26.86666567,26.76,26.66333333,26.42333267,92.49666533,90.569995,90.13666667,89.91666167,89.73666667,89.62333333,89.5,89.35333333,0,0
39.575:116.250,202208062245,0.942499978,1.114999925,1.285,1.4575,1.629999975,1.8324999,2.022499975,2.4075,147.53377,149.03323,149.9428,150.54036,150.82281,153.0358,155.97614,160.59592,26.705,26.9199985,26.93249925,26.8899995,26.844999,26.74,26.645,26.40749925,92.569999,90.679995,90.2525,90.029995,89.8475,89.7325,89.6075,89.46,0,0
39.575:116.250,202208062250,0.931666642,1.10333325,1.273333333,1.448333333,1.623333317,1.831666567,2.028333317,2.425,145.4463133,148.3154433,150.3608333,151.8630233,152.7812367,155.1713533,158.03367,162.32715,26.69333333,26.896665,26.9083325,26.86666633,26.82333233,26.72,26.62666667,26.39166583,92.64333267,90.789995,90.36833333,90.14332833,89.95833333,89.84166667,89.715,89.56666667,0,0
39.575:116.250,202208062255,0.920833306,1.091666575,1.261666667,1.439166667,1.616666658,1.830833233,2.034166658,2.4425,143.3588567,147.5976567,150.7788667,153.1856867,154.7396633,157.3069067,160.0912,164.05838,26.68166667,26.8733315,26.88416575,26.84333317,26.80166567,26.7,26.60833333,26.37583242,92.71666633,90.899995,90.48416667,90.25666167,90.06916667,89.95083333,89.8225,89.67333333,0,0
39.575:116.250,202208062300,0.90999997,1.0799999,1.25,1.43,1.61,1.8299999,2.04,2.46,141.2714,146.87987,151.1969,154.50835,156.69809,159.44246,162.14873,165.78961,26.67,26.849998,26.859999,26.82,26.779999,26.68,26.59,26.359999,92.79,91.009995,90.6,90.369995,90.18,90.06,89.93,89.78,0,0
39.575:116.250,202208062305,0.912499973,1.078333242,1.250833333,1.432499992,1.614166667,1.836666575,2.047499992,2.471666667,141.2714,146.87987,151.1969,154.50835,156.69809,159.44246,162.14873,165.78961,26.65166658,26.82499817,26.83416575,26.79583325,26.75583242,26.6575,26.5675,26.339999,92.82666633,91.07832825,90.67083333,90.43582842,90.24416667,90.12333333,89.9925,89.84166667,0,0
39.575:116.250,202208062310,0.914999975,1.076666583,1.251666667,1.434999983,1.618333333,1.84333325,2.054999983,2.483333333,141.2714,146.87987,151.1969,154.50835,156.69809,159.44246,162.14873,165.78961,26.63333317,26.79999833,26.8083325,26.7716665,26.73166583,26.635,26.545,26.319999,92.86333267,91.1466615,90.74166667,90.50166183,90.30833333,90.18666667,90.055,89.90333333,0,0
39.575:116.250,202208062315,0.917499978,1.074999925,1.2525,1.437499975,1.6225,1.849999925,2.062499975,2.495,141.2714,146.87987,151.1969,154.50835,156.69809,159.44246,162.14873,165.78961,26.61499975,26.7749985,26.78249925,26.74749975,26.70749925,26.6125,26.5225,26.299999,92.899999,91.21499475,90.8125,90.56749525,90.3725,90.25,90.1175,89.965,0,0
39.575:116.250,202208062320,0.91999998,1.073333267,1.253333333,1.439999967,1.626666667,1.8566666,2.069999967,2.506666667,141.2714,146.87987,151.1969,154.50835,156.69809,159.44246,162.14873,165.78961,26.59666633,26.74999867,26.756666,26.723333,26.68333267,26.59,26.5,26.279999,92.93666533,91.283328,90.88333333,90.63332867,90.43666667,90.31333333,90.18,90.02666667,0,0
39.575:116.250,202208062325,0.922499983,1.071666608,1.254166667,1.442499958,1.630833333,1.863333275,2.077499958,2.518333333,141.2714,146.87987,151.1969,154.50835,156.69809,159.44246,162.14873,165.78961,26.57833292,26.72499883,26.73083275,26.69916625,26.65916608,26.5675,26.4775,26.259999,92.97333167,91.35166125,90.95416667,90.69916208,90.50083333,90.37666667,90.2425,90.08833333,0,0
39.575:116.250,202208062330,0.924999985,1.06999995,1.255,1.44499995,1.635,1.86999995,2.08499995,2.53,141.2714,146.87987,151.1969,154.50835,156.69809,159.44246,162.14873,165.78961,26.5599995,26.699999,26.7049995,26.6749995,26.6349995,26.545,26.455,26.239999,93.009998,91.4199945,91.025,90.7649955,90.565,90.44,90.305,90.15,0,0
39.575:116.250,202208062335,0.927499988,1.068333292,1.255833333,1.447499942,1.639166667,1.876666625,2.092499942,2.541666667,141.2714,146.87987,151.1969,154.50835,156.69809,159.44246,162.14873,165.78961,26.54166608,26.67499917,26.67916625,26.65083275,26.61083292,26.5225,26.4325,26.219999,93.04666433,91.48832775,91.09583333,90.83082892,90.62916667,90.50333333,90.3675,90.21166667,0,0
39.575:116.250,202208062340,0.92999999,1.066666633,1.256666667,1.449999933,1.643333333,1.8833333,2.099999933,2.553333333,141.2714,146.87987,151.1969,154.50835,156.69809,159.44246,162.14873,165.78961,26.52333267,26.64999933,26.653333,26.626666,26.58666633,26.5,26.41,26.199999,93.08333067,91.556661,91.16666667,90.89666233,90.69333333,90.56666667,90.43,90.27333333,0,0
39.575:116.250,202208062345,0.932499993,1.064999975,1.2575,1.452499925,1.6475,1.889999975,2.107499925,2.565,141.2714,146.87987,151.1969,154.50835,156.69809,159.44246,162.14873,165.78961,26.50499925,26.6249995,26.62749975,26.60249925,26.56249975,26.4775,26.3875,26.179999,93.119997,91.62499425,91.2375,90.96249575,90.7575,90.63,90.4925,90.335,0,0
39.575:116.250,202208062350,0.934999995,1.063333317,1.258333333,1.454999917,1.651666667,1.89666665,2.114999917,2.576666667,131.29431,162.48992,161.8189967,164.0520233,165.8237,168.3351867,170.2642733,173.6084433,26.48666583,26.59999967,26.6016665,26.5783325,26.53833317,26.455,26.365,26.159999,93.15666333,91.6933275,91.30833333,91.02832917,90.82166667,90.69333333,90.555,90.39666667,0,0
39.575:116.250,202208062355,0.937499998,1.061666658,1.259166667,1.457499908,1.655833333,1.903333325,2.122499908,2.588333333,121.31722,178.09997,172.4410933,173.5956967,174.94931,177.2279133,178.3798167,181.4272767,26.46833242,26.57499983,26.57583325,26.55416575,26.51416658,26.4325,26.3425,26.139999,93.19332967,91.76166075,91.37916667,91.09416258,90.88583333,90.75666667,90.6175,90.45833333,0,0
39.575:116.250,202208070000,0.94,1.06,1.26,1.4599999,1.66,1.91,2.1299999,2.6,111.34013,193.71002,183.06319,183.13937,184.07492,186.12064,186.49536,189.24611,26.449999,26.55,26.55,26.529999,26.49,26.41,26.32,26.119999,93.229996,91.829994,91.45,91.159996,90.95,90.82,90.68,90.52,0,0
39.575:116.250,202208070005,0.920833333,1.040833333,1.2525,1.465833242,1.676666667,1.935833333,2.164999908,2.648333317,111.34013,193.71002,183.06319,183.13937,184.07492,186.12064,186.49536,189.24611,26.43833242,26.54416667,26.545,26.52583242,26.48666658,26.40499983,26.31333333,26.112499,93.246663,91.8199945,91.43916667,91.15582967,90.95166667,90.833333,90.70666667,90.54833333,0,0
39.575:116.250,202208070010,0.901666667,1.021666667,1.245,1.471666583,1.693333333,1.961666667,2.199999917,2.696666633,111.34013,193.71002,183.06319,183.13937,184.07492,186.12064,186.49536,189.24611,26.42666583,26.53833333,26.54,26.52166583,26.48333317,26.39999967,26.30666667,26.104999,93.26333,91.809995,91.42833333,91.15166333,90.95333333,90.846666,90.73333333,90.57666667,0,0
39.575:116.250,202208070015,0.8825,1.0025,1.2375,1.477499925,1.71,1.9875,2.234999925,2.74499995,111.34013,193.71002,183.06319,183.13937,184.07492,186.12064,186.49536,189.24611,26.41499925,26.5325,26.535,26.51749925,26.47999975,26.3949995,26.3,26.097499,93.279997,91.7999955,91.4175,91.147497,90.955,90.859999,90.76,90.605,0,0
39.575:116.250,202208070020,0.863333333,0.983333333,1.23,1.483333267,1.726666667,2.013333333,2.269999933,2.793333267,111.34013,193.71002,183.06319,183.13937,184.07492,186.12064,186.49536,189.24611,26.40333267,26.52666667,26.53,26.51333267,26.47666633,26.38999933,26.29333333,26.089999,93.296664,91.789996,91.40666667,91.14333067,90.95666667,90.873332,90.78666667,90.63333333,0,0
39.575:116.250,202208070025,0.844166667,0.964166667,1.2225,1.489166608,1.743333333,2.039166667,2.304999942,2.841666583,111.34013,193.71002,183.06319,183.13937,184.07492,186.12064,186.49536,189.24611,26.39166608,26.52083333,26.525,26.50916608,26.47333292,26.38499917,26.28666667,26.082499,93.313331,91.7799965,91.39583333,91.13916433,90.95833333,90.886665,90.81333333,90.66166667,0,0
39.575:116.250,202208070030,0.825,0.945,1.215,1.49499995,1.76,2.065,2.33999995,2.8899999,111.34013,193.71002,183.06319,183.13937,184.07492,186.12064,186.49536,189.24611,26.3799995,26.515,26.52,26.5049995,26.4699995,26.379999,26.28,26.074999,93.329998,91.769997,91.385,91.134998,90.96,90.899998,90.84,90.69,0,0
39.575:116.250,202208070035,0.805833333,0.925833333,1.2075,1.500833292,1.776666667,2.090833333,2.374999958,2.938333217,111.34013,193.71002,183.06319,183.13937,184.07492,186.12064,186.49536,189.24611,26.36833292,26.50916667,26.515,26.50083292,26.46666608,26.37499883,26.27333333,26.067499,93.346665,91.7599975,91.37416667,91.13083167,90.96166667,90.913331,90.86666667,90.71833333,0,0
39.575:116.250,202208070040,0.786666667,0.906666667,1.2,1.506666633,1.793333333,2.116666667,2.409999967,2.986666533,111.34013,193.71002,183.06319,183.13937,184.07492,186.12064,186.49536,189.24611,26.35666633,26.50333333,26.51,26.49666633,26.46333267,26.36999867,26.26666667,26.059999,93.363332,91.749998,91.36333333,91.12666533,90.96333333,90.926664,90.89333333,90.74666667,0,0
39.575:116.250,202208070045,0.7675,0.8875,1.1925,1.512499975,1.81,2.1425,2.444999975,3.03499985,111.34013,193.71002,183.06319,183.13937,184.07492,186.12064,186.49536,189.24611,26.34499975,26.4975,26.505,26.49249975,26.45999925,26.3649985,26.26,26.052499,93.379999,91.7399985,91.3525,91.122499,90.965,90.939997,90.92,90.775,0,0
39.575:116.250,202208070050,0.748333333,0.868333333,1.185,1.518333317,1.826666667,2.168333333,2.479999983,3.083333167,103.4910767,211.34769,195.73242,194.6971267,195.0063867,196.1968767,196.40136,198.2289333,26.33333317,26.49166667,26.5,26.48833317,26.45666583,26.35999833,26.25333333,26.044999,93.396666,91.729999,91.34166667,91.11833267,90.96666667,90.95333,90.94666667,90.80333333,0,0
39.575:116.250,202208070055,0.729166667,0.849166667,1.1775,1.524166658,1.843333333,2.194166667,2.514999992,3.131666483,95.64202333,228.98536,208.40165,206.2548833,205.9378533,206.2731133,206.30736,207.2117567,26.32166658,26.48583333,26.495,26.48416658,26.45333242,26.35499817,26.24666667,26.037499,93.413333,91.7199995,91.33083333,91.11416633,90.96833333,90.966663,90.97333333,90.83166667,0,0
39.575:116.250,202208070100,0.71,0.83,1.17,1.53,1.86,2.22,2.55,3.1799998,87.79297,246.62303,221.07088,217.81264,216.86932,216.34935,216.21336,216.19458,26.31,26.48,26.49,26.48,26.449999,26.349998,26.24,26.029999,93.43,91.71,91.32,91.11,90.97,90.979996,91,90.86,0,0
39.575:116.250,202208070105,0.698333333,0.80583333,1.141666667,1.498333333,1.826666658,2.186666658,2.515833325,3.146666483,87.79297,246.62303,221.07088,217.81264,216.86932,216.34935,216.21336,216.19458,26.29666667,26.4675,26.4775,26.46583333,26.434999,26.3358315,26.22666667,26.01666567,93.45833333,91.7375,91.34916667,91.14333292,91.00583333,91.01082967,91.02499958,90.890833,0,0
39.575:116.250,202208070110,0.686666667,0.78166666,1.113333333,1.466666667,1.793333317,2.153333317,2.48166665,3.113333167,87.79297,246.62303,221.07088,217.81264,216.86932,216.34935,216.21336,216.19458,26.28333333,26.455,26.465,26.45166667,26.419999,26.321665,26.21333333,26.00333233,93.48666667,91.765,91.37833333,91.17666583,91.04166667,91.04166333,91.04999917,90.921666,0,0
39.575:116.250,202208070115,0.675,0.75749999,1.085,1.435,1.759999975,2.119999975,2.447499975,3.07999985,87.79297,246.62303,221.07088,217.81264,216.86932,216.34935,216.21336,216.19458,26.27,26.4425,26.4525,26.4375,26.404999,26.3074985,26.2,25.989999,93.515,91.7925,91.4075,91.20999875,91.0775,91.072497,91.07499875,90.952499,0,0
39.575:116.250,202208070120,0.663333333,0.73333332,1.056666667,1.403333333,1.726666633,2.086666633,2.4133333,3.046666533,87.79297,246.62303,221.07088,217.81264,216.86932,216.34935,216.21336,216.19458,26.25666667,26.43,26.44,26.42333333,26.389999,26.293332,26.18666667,25.97666567,93.54333333,91.82,91.43666667,91.24333167,91.11333333,91.10333067,91.09999833,90.983332,0,0
39.575:116.250,202208070125,0.651666667,0.70916665,1.028333333,1.371666667,1.693333292,2.053333292,2.379166625,3.013333217,87.79297,246.62303,221.07088,217.81264,216.86932,216.34935,216.21336,216.19458,26.24333333,26.4175,26.4275,26.40916667,26.374999,26.2791655,26.17333333,25.96333233,93.57166667,91.8475,91.46583333,91.27666458,91.14916667,91.13416433,91.12499792,91.014165,0,0
39.575:116.250,202208070130,0.64,0.68499998,1,1.34,1.65999995,2.01999995,2.34499995,2.9799999,87.79297,246.62303,221.07088,217.81264,216.86932,216.34935,216.21336,216.19458,26.23,26.405,26.415,26.395,26.359999,26.264999,26.16,25.949999,93.6,91.875,91.495,91.3099975,91.185,91.164998,91.1499975,91.044998,0,0
39.575:116.250,202208070135,0.628333333,0.66083331,0.971666667,1.308333333,1.626666608,1.986666608,2.310833275,2.946666583,87.79297,246.62303,221.07088,217.81264,216.86932,216.34935,216.21336,216.19458,26.21666667,26.3925,26.4025,26.38083333,26.344999,26.2508325,26.14666667,25.93666567,93.62833333,91.9025,91.52416667,91.34333042,91.22083333,91.19583167,91.17499708,91.075831,0,0
39.575:116.250,202208070140,0.616666667,0.63666664,0.943333333,1.276666667,1.593333267,1.953333267,2.2766666,2.913333267,87.79297,246.62303,221.07088,217.81264,216.86932,216.34935,216.21336,216.19458,26.20333333,26.38,26.39,26.36666667,26.329999,26.236666,26.13333333,25.92333233,93.65666667,91.93,91.55333333,91.37666333,91.25666667,91.22666533,91.19999667,91.106664,0,0
39.575:116.250,202208070145,0.605,0.61249997,0.915,1.245,1.559999925,1.919999925,2.242499925,2.87999995,87.79297,246.62303,221.07088,217.81264,216.86932,216.34935,216.21336,216.19458,26.19,26.3675,26.3775,26.3525,26.314999,26.2224995,26.12,25.909999,93.685,91.9575,91.5825,91.40999625,91.2925,91.257499,91.22499625,91.137497,0,0
39.575:116.250,202208070150,0.593333333,0.5883333,0.886666667,1.213333333,1.526666583,1.886666583,2.20833325,2.846666633,69.04585533,265.1725767,234.51762,230.0605833,228.46853,227.1401467,226.3208133,225.3322967,26.17666667,26.355,26.365,26.33833333,26.299999,26.208333,26.10666667,25.89666567,93.71333333,91.985,91.61166667,91.44332917,91.32833333,91.28833267,91.24999583,91.16833,0,0
39.575:116.250,202208070155,0.581666667,0.56416663,0.858333333,1.181666667,1.493333242,1.853333242,2.174166575,2.813333317,50.29874067,283.7221233,247.96436,242.3085267,240.06774,237.9309433,236.4282667,234.4700133,26.16333333,26.3425,26.3525,26.32416667,26.284999,26.1941665,26.09333333,25.88333233,93.74166667,92.0125,91.64083333,91.47666208,91.36416667,91.31916633,91.27499542,91.199163,0,0
39.575:116.250,202208070200,0.57,0.53999996,0.83,1.15,1.4599999,1.8199999,2.1399999,2.78,31.551626,302.27167,261.4111,254.55647,251.66695,248.72174,246.53572,243.60773,26.15,26.33,26.34,26.31,26.269999,26.18,26.08,25.869999,93.77,92.04,91.67,91.509995,91.4,91.35,91.299995,91.229996,0,0
39.575:116.250,202208070205,0.59,0.559999963,0.844166667,1.160833333,1.469166567,1.8224999,2.132499908,2.753333333,31.551626,302.27167,261.4111,254.55647,251.66695,248.72174,246.53572,243.60773,26.13166667,26.31416667,26.32333333,26.29416658,26.25416575,26.16333333,26.06416667,25.85249908,93.85833283,92.10583283,91.73083333,91.56582875,91.45333333,91.40666667,91.35999542,91.30582967,0,0
39.575:116.250,202208070210,0.61,0.579999967,0.858333333,1.171666667,1.478333233,1.8249999,2.124999917,2.726666667,31.551626,302.27167,261.4111,254.55647,251.66695,248.72174,246.53572,243.60773,26.11333333,26.29833333,26.30666667,26.27833317,26.2383325,26.14666667,26.04833333,25.83499917,93.94666567,92.17166567,91.79166667,91.6216625,91.50666667,91.46333333,91.41999583,91.38166333,0,0
39.575:116.250,202208070215,0.63,0.59999997,0.8725,1.1825,1.4874999,1.8274999,2.117499925,2.7,31.551626,302.27167,261.4111,254.55647,251.66695,248.72174,246.53572,243.60773,26.095,26.2825,26.29,26.26249975,26.22249925,26.13,26.0325,25.81749925,94.0349985,92.2374985,91.8525,91.67749625,91.56,91.52,91.47999625,91.457497,0,0
39.575:116.250,202208070220,0.65,0.619999973,0.886666667,1.193333333,1.496666567,1.8299999,2.109999933,2.673333333,31.551626,302.27167,261.4111,254.55647,251.66695,248.72174,246.53572,243.60773,26.07666667,26.26666667,26.27333333,26.24666633,26.206666,26.11333333,26.01666667,25.79999933,94.12333133,92.30333133,91.91333333,91.73333,91.61333333,91.57666667,91.53999667,91.53333067,0,0
39.575:116.250,202208070225,0.67,0.639999977,0.900833333,1.204166667,1.505833233,1.8324999,2.102499942,2.646666667,31.551626,302.27167,261.4111,254.55647,251.66695,248.72174,246.53572,243.60773,26.05833333,26.25083333,26.25666667,26.23083292,26.19083275,26.09666667,26.00083333,25.78249942,94.21166417,92.36916417,91.97416667,91.78916375,91.66666667,91.63333333,91.59999708,91.60916433,0,0
39.575:116.250,202208070230,0.69,0.65999998,0.915,1.215,1.5149999,1.8349999,2.09499995,2.62,31.551626,302.27167,261.4111,254.55647,251.66695,248.72174,246.53572,243.60773,26.04,26.235,26.24,26.2149995,26.1749995,26.08,25.985,25.7649995,94.299997,92.434997,92.035,91.8449975,91.72,91.69,91.6599975,91.684998,0,0
39.575:116.250,202208070235,0.71,0.679999983,0.929166667,1.225833333,1.524166567,1.8374999,2.087499958,2.593333333,31.551626,302.27167,261.4111,254.55647,251.66695,248.72174,246.53572,243.60773,26.02166667,26.21916667,26.22333333,26.19916608,26.15916625,26.06333333,25.96916667,25.74749958,94.38832983,92.50082983,92.09583333,91.90083125,91.77333333,91.74666667,91.71999792,91.76083167,0,0
39.575:116.250,202208070240,0.73,0.699999987,0.943333333,1.236666667,1.533333233,1.8399999,2.079999967,2.566666667,31.551626,302.27167,261.4111,254.55647,251.66695,248.72174,246.53572,243.60773,26.00333333,26.20333333,26.20666667,26.18333267,26.143333,26.04666667,25.95333333,25.72999967,94.47666267,92.56666267,92.15666667,91.956665,91.82666667,91.80333333,91.77999833,91.83666533,0,0
39.575:116.250,202208070245,0.75,0.71999999,0.9575,1.2475,1.5424999,1.8424999,2.072499975,2.54,31.551626,302.27167,261.4111,254.55647,251.66695,248.72174,246.53572,243.60773,25.985,26.1875,26.19,26.16749925,26.12749975,26.03,25.9375,25.71249975,94.5649955,92.6324955,92.2175,92.01249875,91.88,91.86,91.83999875,91.912499,0,0
39.575:116.250,202208070250,0.77,0.739999993,0.971666667,1.258333333,1.551666567,1.8449999,2.064999983,2.513333333,41.39851867,201.7422079,248.7760667,242.0367467,239.0170567,236.1587433,234.3873633,232.7155033,25.96666667,26.17166667,26.17333333,26.15166583,26.1116665,26.01333333,25.92166667,25.69499983,94.65332833,92.69832833,92.27833333,92.0683325,91.93333333,91.91666667,91.89999917,91.98833267,0,0
39.575:116.250,202208070255,0.79,0.759999997,0.985833333,1.269166667,1.560833233,1.8474999,2.057499992,2.486666667,51.24541133,101.2127457,236.1410333,229.5170233,226.3671633,223.5957467,222.2390067,221.8232767,25.94833333,26.15583333,26.15666667,26.13583242,26.09583325,25.99666667,25.90583333,25.67749992,94.74166117,92.76416117,92.33916667,92.12416625,91.98666667,91.97333333,91.95999958,92.06416633,0,0
39.575:116.250,202208070300,0.81,0.78,1,1.28,1.5699999,1.8499999,2.05,2.46,61.092304,0.6832836,223.506,216.9973,213.71727,211.03275,210.09065,210.93105,25.93,26.14,26.14,26.119999,26.08,25.98,25.89,25.66,94.829994,92.829994,92.4,92.18,92.04,92.03,92.02,92.14,0,0
39.575:116.250,202208070305,0.853333325,0.84,1.061666667,1.34,1.628333242,1.896666558,2.08166665,2.464166667,61.092304,0.6832836,223.506,216.9973,213.71727,211.03275,210.09065,210.93105,25.91583333,26.13083325,26.1325,26.11166567,26.07083333,25.96999992,25.87916667,25.64833325,94.8824945,92.85832783,92.42666667,92.21333283,92.07833333,92.0725,92.0675,92.18916633,0,0
39.575:116.250,202208070310,0.89666665,0.9,1.123333333,1.4,1.686666583,1.943333217,2.1133333,2.468333333,61.092304,0.6832836,223.506,216.9973,213.71727,211.03275,210.09065,210.93105,25.90166667,26.1216665,26.125,26.10333233,26.06166667,25.95999983,25.86833333,25.6366665,94.934995,92.88666167,92.45333333,92.24666567,92.11666667,92.115,92.115,92.23833267,0,0
39.575:116.250,202208070315,0.939999975,0.96,1.185,1.46,1.744999925,1.989999875,2.14499995,2.4725,61.092304,0.6832836,223.506,216.9973,213.71727,211.03275,210.09065,210.93105,25.8875,26.11249975,26.1175,26.094999,26.0525,25.94999975,25.8575,25.62499975,94.9874955,92.9149955,92.48,92.2799985,92.155,92.1575,92.1625,92.287499,0,0
39.575:116.250,202208070320,0.9833333,1.02,1.246666667,1.52,1.803333267,2.036666533,2.1766666,2.476666667,61.092304,0.6832836,223.506,216.9973,213.71727,211.03275,210.09065,210.93105,25.87333333,26.103333,26.11,26.08666567,26.04333333,25.93999967,25.84666667,25.613333,95.039996,92.94332933,92.50666667,92.31333133,92.19333333,92.2,92.21,92.33666533,0,0
39.575:116.250,202208070325,1.026666625,1.08,1.308333333,1.58,1.861666608,2.083333192,2.20833325,2.480833333,61.092304,0.6832836,223.506,216.9973,213.71727,211.03275,210.09065,210.93105,25.85916667,26.09416625,26.1025,26.07833233,26.03416667,25.92999958,25.83583333,25.60166625,95.0924965,92.97166317,92.53333333,92.34666417,92.23166667,92.2425,92.2575,92.38583167,0,0
39.575:116.250,202208070330,1.06999995,1.14,1.37,1.64,1.91999995,2.12999985,2.2399999,2.485,61.092304,0.6832836,223.506,216.9973,213.71727,211.03275,210.09065,210.93105,25.845,26.0849995,26.095,26.069999,26.025,25.9199995,25.825,25.5899995,95.144997,92.999997,92.56,92.379997,92.27,92.285,92.305,92.434998,0,0
39.575:116.250,202208070335,1.113333275,1.2,1.431666667,1.7,1.978333292,2.176666508,2.27166655,2.489166667,61.092304,0.6832836,223.506,216.9973,213.71727,211.03275,210.09065,210.93105,25.83083333,26.07583275,26.0875,26.06166567,26.01583333,25.90999942,25.81416667,25.57833275,95.1974975,93.02833083,92.58666667,92.41332983,92.30833333,92.3275,92.3525,92.48416433,0,0
39.575:116.250,202208070340,1.1566666,1.26,1.493333333,1.76,2.036666633,2.223333167,2.3033332,2.493333333,61.092304,0.6832836,223.506,216.9973,213.71727,211.03275,210.09065,210.93105,25.81666667,26.066666,26.08,26.05333233,26.00666667,25.89999933,25.80333333,25.566666,95.249998,93.05666467,92.61333333,92.44666267,92.34666667,92.37,92.4,92.53333067,0,0
39.575:116.250,202208070345,1.199999925,1.32,1.555,1.82,2.094999975,2.269999825,2.33499985,2.4975,61.092304,0.6832836,223.506,216.9973,213.71727,211.03275,210.09065,210.93105,25.8025,26.05749925,26.0725,26.044999,25.9975,25.88999925,25.7925,25.55499925,95.3024985,93.0849985,92.64,92.4799955,92.385,92.4125,92.4475,92.582497,0,0
39.575:116.250,202208070350,1.24333325,1.38,1.616666667,1.88,2.153333317,2.316666483,2.3666665,2.501666667,71.708618,22.5240024,203.35604,199.0512667,197.21632,196.2436967,196.6718367,199.6259033,25.78833333,26.0483325,26.065,26.03666567,25.98833333,25.87999917,25.78166667,25.5433325,95.354999,93.11333233,92.66666667,92.51332833,92.42333333,92.455,92.495,92.63166333,0,0
39.575:116.250,202208070355,1.286666575,1.44,1.678333333,1.94,2.211666658,2.363333142,2.39833315,2.505833333,82.324932,44.3647212,183.20608,181.1052333,180.71537,181.4546433,183.2530233,188.3207567,25.77416667,26.03916575,26.0575,26.02833233,25.97916667,25.86999908,25.77083333,25.53166575,95.4074995,93.14166617,92.69333333,92.54666117,92.46166667,92.4975,92.5425,92.68082967,0,0
39.575:116.250,202208070400,1.3299999,1.5,1.74,2,2.27,2.4099998,2.4299998,2.51,92.941246,66.20544,163.05612,163.1592,164.21442,166.66559,169.83421,177.01561,25.76,26.029999,26.05,26.019999,25.97,25.859999,25.76,25.519999,95.46,93.17,92.72,92.579994,92.5,92.54,92.59,92.729996,0,0
39.575:116.250,202208070405,1.369999908,1.554999983,1.8,2.0625,2.335,2.46583315,2.47333315,2.528333333,92.941246,66.20544,163.05612,163.1592,164.21442,166.66559,169.83421,177.01561,25.75333333,26.01833242,26.0375,26.00916575,25.95999983,25.85083242,25.75,25.51083242,95.46666667,93.2175,92.7675,92.61666117,92.53,92.56833333,92.61583333,92.754163,0,0
39.575:116.250,202208070410,1.409999917,1.609999967,1.86,2.125,2.4,2.5216665,2.5166665,2.546666667,92.941246,66.20544,163.05612,163.1592,164.21442,166.66559,169.83421,177.01561,25.74666667,26.00666583,26.025,25.9983325,25.94999967,25.84166583,25.74,25.50166583,95.47333333,93.265,92.815,92.65332833,92.56,92.59666667,92.64166667,92.77833,0,0
39.575:116.250,202208070415,1.449999925,1.66499995,1.92,2.1875,2.465,2.57749985,2.55999985,2.565,92.941246,66.20544,163.05612,163.1592,164.21442,166.66559,169.83421,177.01561,25.74,25.99499925,26.0125,25.98749925,25.9399995,25.83249925,25.73,25.49249925,95.48,93.3125,92.8625,92.6899955,92.59,92.625,92.6675,92.802497,0,0
39.575:116.250,202208070420,1.489999933,1.719999933,1.98,2.25,2.53,2.6333332,2.6033332,2.583333333,92.941246,66.20544,163.05612,163.1592,164.21442,166.66559,169.83421,177.01561,25.73333333,25.98333267,26,25.976666,25.92999933,25.82333267,25.72,25.48333267,95.48666667,93.36,92.91,92.72666267,92.62,92.65333333,92.69333333,92.826664,0,0
39.575:116.250,202208070425,1.529999942,1.774999917,2.04,2.3125,2.595,2.68916655,2.64666655,2.601666667,92.941246,66.20544,163.05612,163.1592,164.21442,166.66559,169.83421,177.01561,25.72666667,25.97166608,25.9875,25.96583275,25.91999917,25.81416608,25.71,25.47416608,95.49333333,93.4075,92.9575,92.76332983,92.65,92.68166667,92.71916667,92.850831,0,0
39.575:116.250,202208070430,1.56999995,1.8299999,2.1,2.375,2.66,2.7449999,2.6899999,2.62,92.941246,66.20544,163.05612,163.1592,164.21442,166.66559,169.83421,177.01561,25.72,25.9599995,25.975,25.9549995,25.909999,25.8049995,25.7,25.4649995,95.5,93.455,93.005,92.799997,92.68,92.71,92.745,92.874998,0,0
39.575:116.250,202208070435,1.609999958,1.884999883,2.16,2.4375,2.725,2.80083325,2.73333325,2.638333333,92.941246,66.20544,163.05612,163.1592,164.21442,166.66559,169.83421,177.01561,25.71333333,25.94833292,25.9625,25.94416625,25.89999883,25.79583292,25.69,25.45583292,95.50666667,93.5025,93.0525,92.83666417,92.71,92.73833333,92.77083333,92.899165,0,0
39.575:116.250,202208070440,1.649999967,1.939999867,2.22,2.5,2.79,2.8566666,2.7766666,2.656666667,92.941246,66.20544,163.05612,163.1592,164.21442,166.66559,169.83421,177.01561,25.70666667,25.93666633,25.95,25.933333,25.88999867,25.78666633,25.68,25.44666633,95.51333333,93.55,93.1,92.87333133,92.74,92.76666667,92.79666667,92.923332,0,0
